freq	spec	method	type
0.1111111111111111	0.06880169014196766	raw	ocean
0.11666666666666667	0.0033512232903045356	raw	ocean
0.12222222222222222	0.01255960394688318	raw	ocean
0.1277777777777778	0.006260211461398733	raw	ocean
0.13333333333333336	0.016520399450151158	raw	ocean
0.1388888888888889	0.003431117267866684	raw	ocean
0.14444444444444446	0.007248264800184464	raw	ocean
0.15000000000000002	0.004486531788804996	raw	ocean
0.15555555555555556	0.02065786837946965	raw	ocean
0.16111111111111112	0.022645989191330176	raw	ocean
0.16666666666666669	0.05178615762988083	raw	ocean
0.17222222222222225	0.014876061259682525	raw	ocean
0.17777777777777778	0.0033258641194578373	raw	ocean
0.18333333333333335	0.005380684612004054	raw	ocean
0.1888888888888889	0.0027321910256719027	raw	ocean
0.19444444444444445	0.02708503266638429	raw	ocean
0.2	0.0070956132761880565	raw	ocean
0.20555555555555557	0.00857608335038705	raw	ocean
0.21111111111111114	0.023199151301775682	raw	ocean
0.21666666666666667	0.00542408774814504	raw	ocean
0.22222222222222224	0.008705436729571836	raw	ocean
0.2277777777777778	0.02422028331601927	raw	ocean
0.23333333333333334	0.032826840085831144	raw	ocean
0.2388888888888889	0.017986781757806197	raw	ocean
0.24444444444444446	0.01546657156353055	raw	ocean
0.25	0.0027822894074465256	raw	ocean
0.25555555555555554	5.894158821168276e-4	raw	ocean
0.2611111111111111	0.01786534259728572	raw	ocean
0.26666666666666666	0.039458939515834825	raw	ocean
0.2722222222222222	0.03921408607736412	raw	ocean
0.2777777777777778	0.022541702750787318	raw	ocean
0.2833333333333333	0.02197011821762766	raw	ocean
0.28888888888888886	9.137269455449187e-4	raw	ocean
0.29444444444444445	0.009975740772058645	raw	ocean
0.3	0.008045810808366695	raw	ocean
0.3055555555555555	0.011231283164725067	raw	ocean
0.3111111111111111	0.005631998720586412	raw	ocean
0.31666666666666665	0.024336425645249894	raw	ocean
0.3222222222222222	0.00717996101043811	raw	ocean
0.3277777777777778	0.011019238713519267	raw	ocean
0.3333333333333333	1.9240971339518618e-4	raw	ocean
0.3388888888888889	0.009755540823407611	raw	ocean
0.34444444444444444	0.019141450412508868	raw	ocean
0.35	0.013321749029519556	raw	ocean
0.35555555555555557	0.0024088535508006268	raw	ocean
0.3611111111111111	0.012206735734361675	raw	ocean
0.36666666666666664	0.002973662233233599	raw	ocean
0.37222222222222223	0.008381139453750106	raw	ocean
0.37777777777777777	0.0025029184557852076	raw	ocean
0.3833333333333333	0.008411421443120144	raw	ocean
0.3888888888888889	9.718647597612455e-4	raw	ocean
0.39444444444444443	0.014222695813035638	raw	ocean
0.4	0.004463256120015757	raw	ocean
0.40555555555555556	0.003167403435460024	raw	ocean
0.4111111111111111	0.001741308201000328	raw	ocean
0.4166666666666667	0.0015437720516872492	raw	ocean
0.4222222222222222	0.0038720019007972657	raw	ocean
0.42777777777777776	0.010634357381418342	raw	ocean
0.43333333333333335	0.011475250696263447	raw	ocean
0.4388888888888889	0.0038490260942856095	raw	ocean
0.4444444444444444	4.952204730474535e-4	raw	ocean
0.45	0.0034570448950547042	raw	ocean
0.45555555555555555	0.005533349461577313	raw	ocean
0.4611111111111111	0.0027844753585359603	raw	ocean
0.4666666666666667	8.428122076138404e-4	raw	ocean
0.4722222222222222	0.008708948372508846	raw	ocean
0.4777777777777778	0.0037745544098828792	raw	ocean
0.48333333333333334	0.008075367726338465	raw	ocean
0.4888888888888889	0.015188634056660393	raw	ocean
0.49444444444444446	0.0014774700530210021	raw	ocean
0.5	0.0014715785710150244	raw	ocean
0.005555555555555556	0.7651794355532857	smooth	ocean
0.011111111111111112	0.5849595524663014	smooth	ocean
0.016666666666666666	0.3758577485313749	smooth	ocean
0.022222222222222223	0.19991897129496627	smooth	ocean
0.02777777777777778	0.09324013759563968	smooth	ocean
0.03333333333333333	0.05071385334126988	smooth	ocean
0.03888888888888889	0.03855950518292591	smooth	ocean
0.044444444444444446	0.04059428226049612	smooth	ocean
0.05	0.04524728880395439	smooth	ocean
0.05555555555555556	0.04349636222497361	smooth	ocean
0.061111111111111116	0.03939604204535572	smooth	ocean
0.06666666666666667	0.034420474685715234	smooth	ocean
0.07222222222222222	0.029156611301270507	smooth	ocean
0.07777777777777778	0.0263782681666979	smooth	ocean
0.08333333333333333	0.024747012192527486	smooth	ocean
0.08888888888888889	0.02441450049880328	smooth	ocean
0.09444444444444444	0.02670374641470782	smooth	ocean
0.09999999999999999	0.02931498867194025	smooth	ocean
0.10555555555555556	0.030497436678835043	smooth	ocean
0.1111111111111111	0.028828586169119968	smooth	ocean
0.11666666666666667	0.02380775452032455	smooth	ocean
0.12222222222222222	0.017913309512228276	smooth	ocean
0.1277777777777778	0.012967505196801394	smooth	ocean
0.13333333333333336	0.009794610404183099	smooth	ocean
0.1388888888888889	0.009032822820981817	smooth	ocean
0.14444444444444446	0.010529440667301344	smooth	ocean
0.15000000000000002	0.014072881186154702	smooth	ocean
0.15555555555555556	0.018439855721789394	smooth	ocean
0.16111111111111112	0.021755956605268117	smooth	ocean
0.16666666666666669	0.022134218650796865	smooth	ocean
0.17222222222222225	0.01904616111140704	smooth	ocean
0.17777777777777778	0.014882303225993529	smooth	ocean
0.18333333333333335	0.011726002404439714	smooth	ocean
0.1888888888888889	0.010625077941205775	smooth	ocean
0.19444444444444445	0.011487163489743593	smooth	ocean
0.2	0.012343329796517132	smooth	ocean
0.20555555555555557	0.012797293501659668	smooth	ocean
0.21111111111111114	0.013437169788975661	smooth	ocean
0.21666666666666667	0.014467575719589362	smooth	ocean
0.22222222222222224	0.01647859598995818	smooth	ocean
0.2277777777777778	0.018605929819933975	smooth	ocean
0.23333333333333334	0.019000791941228452	smooth	ocean
0.2388888888888889	0.01730977042158655	smooth	ocean
0.24444444444444446	0.014837465367416713	smooth	ocean
0.25	0.01360966224520002	smooth	ocean
0.25555555555555554	0.015306242331541334	smooth	ocean
0.2611111111111111	0.01966650097263453	smooth	ocean
0.26666666666666666	0.024028393365470174	smooth	ocean
0.2722222222222222	0.025475925004562854	smooth	ocean
0.2777777777777778	0.02332461221734099	smooth	ocean
0.2833333333333333	0.01877626645714021	smooth	ocean
0.28888888888888886	0.01387054701237305	smooth	ocean
0.29444444444444445	0.010766114883167085	smooth	ocean
0.3	0.00991311379844258	smooth	ocean
0.3055555555555555	0.010331767480424007	smooth	ocean
0.3111111111111111	0.011133636202493715	smooth	ocean
0.31666666666666665	0.01133034085178533	smooth	ocean
0.3222222222222222	0.010664332048384717	smooth	ocean
0.3277777777777778	0.00998625548673679	smooth	ocean
0.3333333333333333	0.00970681144976083	smooth	ocean
0.3388888888888889	0.009972034603241144	smooth	ocean
0.34444444444444444	0.010449615799359544	smooth	ocean
0.35	0.010201109568577001	smooth	ocean
0.35555555555555557	0.009253573708148983	smooth	ocean
0.3611111111111111	0.008028938051489649	smooth	ocean
0.36666666666666664	0.006797280416220732	smooth	ocean
0.37222222222222223	0.006079179626959121	smooth	ocean
0.37777777777777777	0.005948525639809363	smooth	ocean
0.3833333333333333	0.006022028023552234	smooth	ocean
0.3888888888888889	0.006122719567312593	smooth	ocean
0.39444444444444443	0.00599799389220377	smooth	ocean
0.4	0.005297935229438651	smooth	ocean
0.40555555555555556	0.004427365755206089	smooth	ocean
0.4111111111111111	0.004054215829064334	smooth	ocean
0.4166666666666667	0.004393943213322782	smooth	ocean
0.4222222222222222	0.005298472589040398	smooth	ocean
0.42777777777777776	0.006121265354673039	smooth	ocean
0.43333333333333335	0.006197965873381876	smooth	ocean
0.4388888888888889	0.005503326412863059	smooth	ocean
0.4444444444444444	0.0045166388254015985	smooth	ocean
0.45	0.0037878911990355123	smooth	ocean
0.45555555555555555	0.0035711109363091406	smooth	ocean
0.4611111111111111	0.00377856303972891	smooth	ocean
0.4666666666666667	0.004468706119782674	smooth	ocean
0.4722222222222222	0.005500544848829768	smooth	ocean
0.4777777777777778	0.0063524974174615405	smooth	ocean
0.48333333333333334	0.006806629151524455	smooth	ocean
0.4888888888888889	0.006656579905611419	smooth	ocean
0.49444444444444446	0.0060885453824107505	smooth	ocean
0.5	0.005800493387558644	smooth	ocean
